filename,page,chunk_number,text,summary
Ocean_ecogeochemistry_A_review.pdf,38.0,6,"to 
2000: observations and carbon cycle implications. In A History of Atmospheric CO2 and Its Effects 
on Plants, Animals, and Ecosystems , J.R. Ehleringer, T.E. cerling & m.D. Dearing (eds). New york: 
 Springer- verlag, 83–113.
Keil, R.g. & Fogel, m.l. 2001. Reworking of amino acid in marine sediments: stable carbon isotopic composi-
tion of amino acids in sediments along the washington coast. Limnology and Oceanography  46, 14–23.
Kelly, J.F. 2000. Stable isotopes of carbon and nitrogen in the study of avian and mammalian trophic ecology. 
Canadian Journal of Zoology  78, 1–27.",observations and carbon cycle implications . avian and mammalian trophic ecology studied carbon and nitrogen in sediments along the washington coast .
Ocean_ecogeochemistry_A_review.pdf,39.0,1,"OcEaN EcOgEOcHEmISTRy: a REvIEw
365Kelly, J.F., Bridge, B.S., Fudickar, a.m. & wassenaar, l.I. 2009. a test of comparative equilibration for 
determining  non- exchangeable stable hydrogen isotope values in complex organic materials. Rapid 
Communications in Mass Spectrometry  23, 2316–2320.
Kendall, c. & coplen, T.B. 2001. Distribution of oxygen-18 and deuterium in river waters across the United 
States. Hydrological Processes  15, 1363–1393.
Key, R.m., Kozyr, a., Sabine, c.l., lee, K., wanninkhof, R., Bullister, J.l., Freely, R.a., millero, F.J., mordy, 
c. & Peng, T.-H. 2004. a global ocean carbon climatology: results from global Data analysis Project 
(glODaP). Global Biogeochemical Cycles , 18, gB4031.
Kilbourne, K.H., Quinn, T.m., guilderson, T.P., webb, R.S. & Taylor, F.w. 2007. Decadal to  interannual- scale 
source water variations in the caribbean Sea recorded by Puerto",a test of comparative equilibration for determining non exchangeable stable hydrogen isotope values in complex organic materials . a global ocean carbon climatology: results from global Data analysis Project (glODaP).
Ocean_ecogeochemistry_A_review.pdf,39.0,2,"K.H., Quinn, T.m., guilderson, T.P., webb, R.S. & Taylor, F.w. 2007. Decadal to  interannual- scale 
source water variations in the caribbean Sea recorded by Puerto Rican coral radiocarbon. Climate 
Dynamics  29, 51–62.
Kiriakoulakis, K., Fisher, E., wolff, g.a., Freiwald, a., grehan, a. & Roberts, J.m. 2005. lipids and nitro-
gen isotopes of two  deep- water corals from the  North- East atlantic: initial results and implications 
for their nutrition. In  Cold- Water Corals and Ecosystems,  a. Freiwald & J.m. Roberts (eds). Berlin: 
 Springer- verlag, 715–729.
Kohler, S.a., connan, m., Hill, J.m., mablouke, c., Bonnevie, B., ludynia, K., Kemper, J., Huisamen, J., 
Underhill, l.g., cherel, y ., mcQuaid, c.D. & Jaquemet, S. 2011. geographic variation in the trophic 
ecology of an avian rocky shore predator, the african black oystercatcher, along the southern african 
coastline. Marine Ecology Progress Series","lipids and nitro- gen isotopes of two deep-water corals from the north-east atlantic: initial results and implications for their nutrition . a. Freiwald & J.m. Roberts (eds), Berlin: Springer- verlag, 715–729. Kohler, S.a., connan, hill, J., mablouke, c., Bonnevie, B., ludynia, K.,"
Ocean_ecogeochemistry_A_review.pdf,39.0,3,"Jaquemet, S. 2011. geographic variation in the trophic 
ecology of an avian rocky shore predator, the african black oystercatcher, along the southern african 
coastline. Marine Ecology Progress Series  435, 235–249.
Kolasinski, J., Rogers, K., cuet, P., Barry, B. & Prouin, P. 2011. Sources of particulate organic matter at 
the ecosystem scale: a stable isotope and trace element study in a tropical coral reef. Marine Ecology 
Progress Series  443, 77–93.
Kolodny, y ., luz, B. & Navon, O. 1983. Oxygen isotope variations in phosphate of biogenic apatites, I. Fish 
bone  apatite- rechecking the rules of the game. Earth and Planetary Science Letters 64, 398–404.
Koppelmann, R. & weikert, H. 2000. Transfer of organic matter in the deep arabian Sea zooplankton com-
munity: insights from δ15N analysis.  Deep- Sea Research II  47, 2653–2672.
 Krause- Nehring, J., Brey, T. & Thorrold, S.R. 2012. centennial records of lead contamination in northern 
atlantic bivalves ( Arctica islandica ).","marine Ecology Progress Series 435, 235–249. Kolasinski, J., Rogers, K., cuet, P., Barry, B. & Prouin, P . 2011. Sources of particulate organic matter at the ecosystem scale ."
Ocean_ecogeochemistry_A_review.pdf,39.0,4,"3–2672.
 Krause- Nehring, J., Brey, T. & Thorrold, S.R. 2012. centennial records of lead contamination in northern 
atlantic bivalves ( Arctica islandica ). Marine Pollution Bulletin  64, 233–240.
Krichevsky, m.I., Friedman, I., Newell, m.F. & Sisler, F.D. 1961. Deuterium fractionation during molecular 
hydrogen formation in a marine pseudomonad. Journal of Biological Chemistry  236, 2520–2525.
Kroopnick, P.m. 1985. The distribution of 13c of ΣcO2 in the world oceans.  Deep- Sea Research  32, 57–84.
Krouse, H.R. & grinenko, v .a. 1991. Stable Isotopes: Natural and Anthropogenic Sulphur in the Environment . 
New york: wiley.
Krouse, H.R., viau, c.a., Eliuk, l.S., Ueda, a. & Halas, S. 1988. chemical and isotopic evidence of thermo-
chemical sulfate reduction by light hydrocarbon gases in deep carbonate reservoirs. Nature 333, 415–419.
Krummen, m., Hilkert, a.w., Juchelka, D., Duhr, a","marine pollution Bulletin 64, 233–240 . Krouse, H.R. & grinenko, v.a. 1991. Stable Isotopes: natural and anthropogenic Sulphur in the Environment ."
Ocean_ecogeochemistry_A_review.pdf,39.0,5,"of thermo-
chemical sulfate reduction by light hydrocarbon gases in deep carbonate reservoirs. Nature 333, 415–419.
Krummen, m., Hilkert, a.w., Juchelka, D., Duhr, a., Schluter, H.J. & Pesch, R. 2004. a new concept for 
isotope ratio monitoring liquid chromatography/mass spectrometry. Rapid Communications in Mass 
Spectrometry  18, 2260–2266.
Kung, l. & Rode, l.m. 1996. amino acid metabolism in ruminants. Animal Feed Science and Technology  59, 
167–172.
Kurten, B., Painting, S.J., Struck, U., Polunin, N.v .c. & middelburg, J.J. 2011. Tracking seasonal changes in 
North Sea zooplankton dynamics using stable isotopes. Biogeochemistry  doi:10.1007/s10533-011-9630-y.
laakmann, S. & auel, H. 2010. longitudinal and vertical trends in stable isotope signatures ( δ13c and δ15N) of 
omnivorous and carnivorous copepods across the South atlantic Ocean. Marine Biology  157, 463–471.
lamb, K. & Swart, P.K. 2008. The carbon","a new concept for isotope ratio monitoring liquid chromatography/mass spectrometry . animal feed science and technology 59, 167–172 . laakmann, S. & auel, H. 2010."
Ocean_ecogeochemistry_A_review.pdf,39.0,6,"N) of 
omnivorous and carnivorous copepods across the South atlantic Ocean. Marine Biology  157, 463–471.
lamb, K. & Swart, P.K. 2008. The carbon and nitrogen isotopic values of particulate organic material from the 
Florida Keys: a temporal and spatial study. Coral Reefs  27, 351–362.
landing, w.m. & Bruland, K.w. 1987. The contrasting biogeochemistry of iron and manganese in the Paciic 
Ocean. Geochimica et Cosmochimica Acta  51, 29–43.
larsen, T., Taylor, D.l., leigh, m.B. & O’Brien, D.m. 2009. Stable isotope ingerprinting: a novel method for 
identifying plant, fungal, or bacterial origins of amino acids. Ecology  90, 3526–3535.
laws, E.a., Popp, B.N., Bidigare, R.R., Kennicutt, m.c. & macko, S.a. 1995. Dependence of phytoplank-
ton carbon isotopic composition on growth rate and [cO2]aq: theoretical and experimental results. 
Geochemica et Cosmochimica Acta  59, 1131–1138.
lea, D.w., Shen,","marine biology 157, 463–471. lamb, K. & Swart, P.K. 2008. carbon and nitrogen isotopic values of particulate organic material from the Florida Keys . contrasting biogeochemistry of iron and manganese in the Paciic Ocean ."
Ocean_ecogeochemistry_A_review.pdf,39.0,7,"carbon isotopic composition on growth rate and [cO2]aq: theoretical and experimental results. 
Geochemica et Cosmochimica Acta  59, 1131–1138.
lea, D.w., Shen, g.T. & Boyle, E.a. 1989. coralline barium records temporal variability in equatorial Paciic 
upwelling. Nature  340, 373–376.",carbon isotopic composition on growth rate and [cO2]aq: theoretical and experimental results . coralline barium records temporal variability in equatorial Paciic upwelling .
Ocean_ecogeochemistry_A_review.pdf,40.0,1,"KElTON w. mcmaHON, lI lINg HamaDy & SImON R. THORROlD
366lehninger, a.H. 1975. Biochemistry . New york: worth, 2nd edition.
le loc’h, F. & Hily, c. 2005. Stable carbon and nitrogen isotope analysis of Nephrops norvegicus/Merluccius 
merluccius  ishing grounds in the Bay of Biscay (Northeast atlantic). Canadian Journal of Fisheries and 
Aquatic Sciences  62, 123–132.
le loc’h, F., Hily, c. & grall, J. 2008. Benthic community and food web structure on the continental shelf of 
the Bay of Biscay (north eastern atlantic) revealed by stable isotope analysis. Journal of Marine Systems  
72, 17–34.
lesage, v ., Hammill, m.O. & Kovacs, K.m. 2001.  Diet- tissue fractionation of stable carbon and nitrogen iso-
topes in phocid seals. Marine Mammal Science  18, 182–193.
levin, I. & Hesshaimer,v . 2000. Radiocarbon—a unique tracer of global carbon cycle dynamics. Radiocarbon  
42, 69–80.
libes, S.m","le loc’h, F., Hily, c. & grall, J. 2008. Stable carbon and nitrogen isotope analysis of Nephrops norvegicus merluccius ishing grounds ."
Ocean_ecogeochemistry_A_review.pdf,40.0,2,", 182–193.
levin, I. & Hesshaimer,v . 2000. Radiocarbon—a unique tracer of global carbon cycle dynamics. Radiocarbon  
42, 69–80.
libes, S.m. & Deuser, w.g. 1988. The isotope geochemistry of particulate nitrogen in the Peru Upwelling area 
and gulf of maine.  Deep- Sea Research  35, 517–533.
limburg, K.E. 1995. Otolith strontium traces environmental history of subyearling american shad Alosa sapi-
dissima . Marine Ecology Progress Series  119, 25–35.
limburg, K.E., Olson, c., walther, y ., Dale, D., Slomp, c.P. & Hoie, H. 2011. Tracking Baltic hypoxia and 
cod migration over millennia with natural tags. Proceedings of the National Academy of Sciences USA  
108, E177–E182.
linick, T.w. 1978. la Jolla measurements of radiocarbon in the oceans. Radiocarbon  20, 333–359.
logan, J.m., Haas, H., Deegan, l. & gaines, E. 2006. Turnover rates of nitrogen stable isotopes in the salt 
marsh mummichog, Fundulus heteroclitus ,","radiocarbon 42, 69–80. libes, S.m. & Deuser, w.g. 1988. The isotope geochemistry of particulate nitrogen in the Peru Upwelling area and gulf of maine ."
Ocean_ecogeochemistry_A_review.pdf,40.0,3,"logan, J.m., Haas, H., Deegan, l. & gaines, E. 2006. Turnover rates of nitrogen stable isotopes in the salt 
marsh mummichog, Fundulus heteroclitus , following a laboratory diet switch. Oecologia  147, 391–395.
logan, J.m., Jardine, T.D., miller, T.J., Bunn, S.E., cunjak, R.a. & lutcavage, m.E. 2008. lipid corrections in 
carbon and nitrogen stable isotope analysis: comparison of chemical extraction and modeling methods. 
Journal of Animal Ecology  77, 838–846.
logan, J.m. & lutcavage, m.E. 2010. Stable isotope dynamics in elasmobranch ishes. Hydrobiologia  644, 
231–244.
lorrain, a., graham, B., menard, F., Popp, B., Bouillon, S., van Breugel, P. & cherel, y . 2009. Nitrogen and 
carbon isotope values of individual amino acids: a tool to study foraging ecology of penguins in the 
Southern Ocean. Marine Ecology Progress Series  391, 293–306.
lourey, m.J., Trull, T.w. & Sigman, D.m. 2003. Sensitivity of δ15","logan, J.m., Haas, H., Deegan, l. & gaines, E. 2006. Turnover rates of nitrogen stable isotopes in the salt marsh mummichog ."
Ocean_ecogeochemistry_A_review.pdf,40.0,4,"penguins in the 
Southern Ocean. Marine Ecology Progress Series  391, 293–306.
lourey, m.J., Trull, T.w. & Sigman, D.m. 2003. Sensitivity of δ15N of nitrate, surface suspended and deep 
sinking particulate nitrogen to seasonal nitrate depletion in the Southern Ocean. Global Biogeochemical 
Cycles  17, g1081, doi:10.1029/2002gB001973.
 lynch- Stieglitz, J., Stocker, T.F., Broecker, w.S. & Fairbanks, R.g. 1995. The inluence of  air- sea exchange on 
the isotopic composition of oceanic carbon: observations and modeling. Global Biogeochemical Cycles  
9, 653–665.
lysiak, N.S. 2009 . Investigating the migration and foraging ecology of North Atlantic right whales with stable 
isotope geochemistry of baleen and zooplankton . PhD thesis, Biology Department, Boston University.
mackensen, a. 2001. Oxygen and carbon stable isotope tracers of weddell Sea water masses: new data and 
some paleoceanographic implications.  Deep- Sea Research I  48, 1401–1422.
mackensen, a., Hubberten, H.-w., Bickert","marine Ecology Progress Series 391, 293–306. lourey, m.J., Trull, T.w. & Sigman, D.m. 2003. Sensitivity of 15N of nitrate, surface suspended and deep sinking particulate nitrogen ."
Ocean_ecogeochemistry_A_review.pdf,40.0,5,"ell Sea water masses: new data and 
some paleoceanographic implications.  Deep- Sea Research I  48, 1401–1422.
mackensen, a., Hubberten, H.-w., Bickert, T., Fischer, g. & Fütterer D.K. 1993. The δ13c in benthic forami-
niferal tests of Fontbotia wuellerstori (Schwager) relative to the δ13c of dissolved inorganic carbon in 
Southern Ocean Deep water: implications for glacial ocean circulation models. Paleoceanography  8, 
587–610.
mackensen, a., Hubberten, H.-w., Scheele, N. & Schlitzer, R. 1996. Decoupling of δ13cΣcO2 and phosphate in 
recent weddell Sea deep and bottom water: implications for glacial Southern Ocean paleoceanography. 
Paleoceanography  11, 203–215.
macko, S.a., Entzeroth, l. & Parker, P.l. 1984. Regional differences in nitrogen and carbon isotopes on the 
continental shelf of the gulf of mexico. Naturwissenschaften  71, 374–375.
macko, S.a., Estep, m.l.F., Engel, m.H. & Hare, P.E. 198","deep- sea research I 48, 1401–1422 . mackensen, a., Hubberten, H.-w., Bickert, T., Fischer, g. & Fütterer D.K. 1993 . 13c of dissolved inorganic carbon in southern ocean deep and bottom water: implications for glacial ocean circulation models ."
Ocean_ecogeochemistry_A_review.pdf,40.0,6,"continental shelf of the gulf of mexico. Naturwissenschaften  71, 374–375.
macko, S.a., Estep, m.l.F., Engel, m.H. & Hare, P.E. 1986. Kinetic fractionation of stable nitrogen isotopes 
during amino acid transamination. Geochimica et Cosmochimica Acta  50, 2143–2146.
macko, S.a., Estep, m.l.F., Hare, P.E. & Hoering, T.c. 1987. Isotopic fractionation of nitrogen and carbon in 
the synthesis of amino acids by microorganisms. Chemical Geology  65, 79–92.
macko, S.a., Estep, m.l.F. & lee, w.y . 1983. Stable hydrogen isotope analysis of food webs on laboratory 
and ield populations of marine amphipods. Journal of Experimental Marine Biology and Ecology  72, 
243–249.","macko, S.a., Estep, m.l.F. and Hare, P.E. 1987 . Isotopic fractionation of nitrogen and carbon in the synthesis of amino acids ."
Ocean_ecogeochemistry_A_review.pdf,41.0,1,"OcEaN EcOgEOcHEmISTRy: a REvIEw
367mahaffey, c., williams, R.g. & wolff, g.a. 2004. Physical supply of nitrogen to phytoplankton in the atlantic 
Ocean. Global Biogeochemical Cycles  18, gB1034 doi:10.1029/2003gB002129.
 malpica- cruz, l., Herzka, S.Z.,  Sosa- Nishizaki, O. & Pablo laso, J. 2011.  Tissue- speciic isotope trophic 
discrimination factors and turnover rates in a marine elasmobranch: empirical and modeling results. 
Canadian Journal of Fisheries and Aquatic Sciences  69, 551–564.
martin, g.B. & Thorrold, S.R. 2005. Temperature and salinity effect on magnesium, manganese, and bar-
ium incorporation in otoliths of larval and early juvenile spot Leiostomus xanthurus.  Marine Ecology 
Progress Series  293, 223–232.
matsura, y . & wada, E. 1994. carbon and nitrogen isotope ratios in marine organic matters of the coastal eco-
system in Ubatuba, southern Brazil. Ciencia e Cultura  46, 141–146.
m","a REvIEw 367mahaffey, c., williams, R.g. & wolff, g.a. 2004. Physical supply of nitrogen to phytoplankton in the atlantic Ocean ."
Ocean_ecogeochemistry_A_review.pdf,41.0,2,". & wada, E. 1994. carbon and nitrogen isotope ratios in marine organic matters of the coastal eco-
system in Ubatuba, southern Brazil. Ciencia e Cultura  46, 141–146.
mcclelland, J.w., Holl, c.m. & montoya J.P. 2003. Relating low δ15N values of zooplankton to N2-ixation in 
the tropical North atlantic: insights provided by stable isotope ratios of amino acids.  Deep- Sea Research I  
50, 849–861.
mcclelland, J.w. & montoya, J.P. 2002. Trophic relationships and the nitrogen isotopic composition of amino 
acids in plankton. Ecology  83, 2173–2180.
mcclelland, J.w., valiela, I. & michener, R.H. 1997. Nitrogen stable isotope signatures in estuarine food webs: 
a record of increasing urbanization in coastal watersheds. Limnology and Oceanography  42, 930–937.
mcconnaughey, T. 1989a. 13c and 18O isotopic disequilibrium in biological carbonates: I. patterns. Geochimica 
et Cosmochimica Acta  53, 151–162.
mcconnaughey","carbon and nitrogen isotope ratios in marine organic matters of the coastal eco-system in Ubatuba, southern Brazil . mcclelland, J.w., Holl, c.m. & montoya J.P. 2003. Relating low 15N values of zooplankton to N2-ixation ."
Ocean_ecogeochemistry_A_review.pdf,41.0,3,"a. 13c and 18O isotopic disequilibrium in biological carbonates: I. patterns. Geochimica 
et Cosmochimica Acta  53, 151–162.
mcconnaughey, T. 1989b. 13c and 18O isotopic disequilibrium in biological carbonates: II.  in vitro simulation 
of kinetic isotope effects. Geochimica et Cosmochimica Acta 53, 163–171.
mccullagh, J.S.O., Juchelka, D. & Hedges, R.E.m. 2006. analysis of amino acid 13c abundance from 
human and faunal bone collagen using liquid chromatography/isotope ratio mass spectrometry. Rapid 
Communications in Mass Spectrometry  20, 2761–2768.
mccutchan, J.H., Jr., lewis, w.m., Jr., Kendall, c. & mcgrath, c.c. 2003. variation in trophic shift for stable 
isotope ratios of carbon, nitrogen, and sulfur. Oikos  102, 378–390.
mcleod, R.J. & wing, S.R. 2007. Hagish in the New Zealand fjords are supported by chemoautotrophy of 
forest carbon. Ecology  88, 809–816.
mcm","13c and 18O isotopic disequilibrium in biological carbonates: I. patterns . geochimica et Cosmochimica Acta 53, 151–162 ."
Ocean_ecogeochemistry_A_review.pdf,41.0,4,"mcleod, R.J. & wing, S.R. 2007. Hagish in the New Zealand fjords are supported by chemoautotrophy of 
forest carbon. Ecology  88, 809–816.
mcmahon, K.w., ambrose, w.g., Jr., Johnson, B.J., Sun, m.y ., lopez, g.R., clough, l.m. & carroll, m.l. 
2006. Benthic community response to ice algae and phytoplankton in Ny alesund, Svalbard. Marine 
Ecology Progress Series  310, 1–14.
mcmahon, K.w., Berumen, m.l., mateo, I., Elsdon, T.S. & Thorrold, S.R. 2011a. carbon isotopes in otolith 
amino acids identify residency of juvenile snapper (Family: lutjanidae) in coastal nurseries. Coral Reefs  
30, 1135–1145.
mcmahon, K.w., Berumen, m.l. & Thorrold, S.R. 2012. linking habitat mosaics and connectivity in a coral 
reef seascape. Proceedings of the National Academy of Sciences USA  109, 15372–15376.
mcmahon, K.w., Fogel, m.l., Elsdon, T. & Thor","mcmahon, K.w., berumen, m.l. & Thorrold, S.R. 2011a . carbon isotopes in otolith amino acids identify residency of juvenile snapper ."
Ocean_ecogeochemistry_A_review.pdf,41.0,5,"in a coral 
reef seascape. Proceedings of the National Academy of Sciences USA  109, 15372–15376.
mcmahon, K.w., Fogel, m.l., Elsdon, T. & Thorrold, S.R. 2010. carbon isotope fractionation of amino acids 
in ish muscle relects biosynthesis and isotopic routing from dietary protein. Journal of Animal Ecology  
79, 1132–1141.
mcmahon, K.w., Fogel, m.l., Johnson, B.J., Houghton, l.a. & Thorrold, S.R. 2011b. a new method to recon-
struct ish diet and movement patterns from δ13c values in otolith amino acids. Canadian Journal of 
Fisheries and Aquatic Sciences  68, 1330–1340.
mcmahon, K.w., Hamady, l.l., Thorrold, S.R. 2013. a review of ecogeochemistry approaches to estimating 
movements of marine animals. Limnology and Oceanography  58, 697–714.
 meier- augenstein, w. 1999. applied gas chromatography coupled to isotope ratio mass spectrometry. Journal 
of Chromatography  842, 351–371.
melancon, S., Fryer, B.J. & markham, J.l","mcmahon, K.w., Fogel, m.l., Elsdon, T. & Thorrold, S.R. 2011b. a new method to recon-struct ish diet and movement patterns from 13c values in otolith amino acids ."
Ocean_ecogeochemistry_A_review.pdf,41.0,6,"1999. applied gas chromatography coupled to isotope ratio mass spectrometry. Journal 
of Chromatography  842, 351–371.
melancon, S., Fryer, B.J. & markham, J.l. 2009. chemical analysis of endolymph and the growing otolith: frac-
tionation of metals in freshwater ish species. Environmental Toxicology and Chemistry  28, 1279–1287.
merritt, D.a., Brand, w.a. & Hayes, J.m. 1994.  Isotope-  ratio- monitoring gas  chromatography- mass spectrom-
etry: methods for isotopic calibration. Organic Geochemistry  21, 573–583.
michener, R.H. & Schell, D.m. 1994. Stable isotope ratios as tracers in marine aquatic food webs. In Stable 
Isotopes in Ecology and Environmental Science , K. lajtha & R.H. michener (eds). Boston: Blackwell 
Scientiic, 138–157.
miller, T.w., Omori, K., Hamaoka, H., Shibata, J.y .  & Hidejiro, O. 2010. Tracing anthropogenic inputs to produc-
tion in the Seto Island Sea, Japan—a stable isotope approach. Marine Pollution Bulletin  60, 1803–1809.","melancon, S., Fryer, B.J. & markham, J.l. 2009. chemical analysis of endolymph and the growing otolith: frac- tionation of metals in freshwater ish species ."
Ocean_ecogeochemistry_A_review.pdf,41.0,7,"Hidejiro, O. 2010. Tracing anthropogenic inputs to produc-
tion in the Seto Island Sea, Japan—a stable isotope approach. Marine Pollution Bulletin  60, 1803–1809.","anthropogenic inputs to produce- tion in the Seto Island Sea, japan . marine pollution Bulletin 60, 1803–1809 ."
Ocean_ecogeochemistry_A_review.pdf,42.0,1,"KElTON w. mcmaHON, lI lINg HamaDy & SImON R. THORROlD
368millero, F., lee, K. & wanninkhof, R. 1998. carbon dioxide, hydrographic, and chemical data obtained 
during the R/v Ronald Brown in the atlantic Ocean during wOcE Section aR01(a05) (23 January– 
24 February, 1998). Online. http://cdiac.ornl.gov/f tp/oceans/ar01woce/. carbon Dioxide Information 
analysis center, Oak Ridge National laboratory, U.S. Department of Energy, Oak Ridge, Tennessee. 
doi:10.3334/cDIac/otg.wOcE_a05_1998.
minagawa, m. & wada, E. 1984. Stepwise enrichment of 15N along food chains: further evidence and the rela-
tions between δ15N and animal age. Geochimica et Cosmochimica Acta  48, 1135–1140.
mizutani, H., Kabaya, y . & wada, E. 1991. Nitrogen and carbon isotope compositions relate linearly in cormo-
rant tissues and its diet. Isotopenpraxis  27, 166–168.
montoya, J.P., carpenter, E.J","mcmaHON, lI lINg HamaDy & SImON R. THORROlD 368millero, F., lee, K. & wanninkhof, R. 1998. carbon dioxide, hydrographic, and chemical data obtained during the R/v Ronald Brown in the atlantic Ocean during wOcE Section aR01(a05)"
Ocean_ecogeochemistry_A_review.pdf,42.0,2,"1991. Nitrogen and carbon isotope compositions relate linearly in cormo-
rant tissues and its diet. Isotopenpraxis  27, 166–168.
montoya, J.P., carpenter, E.J. & capone, D.g. 2002. Nitrogen ixation and nitrogen isotope abundances in 
zooplankton of the oligotrophic North atlantic. Limnology and Oceanography  47, 1617–1628.
mook, w.g. 1986. 13c in atmospheric cO2. Netherlands Journal of Sea Research  20, 211–223.
mook, w.g. & v ogel, J.c. 1968. Isotopic equilibrium between shells and their environment. Science  159, 
874–875.
morris, J.g. 1985. Nutritional and metabolic respon ses to arginine deiciency in carnivores. Journal of Nutrition  
115, 524–531.
mountfort, D.O., campbell, J. & clements, K.D. 2002. Hindgut fermentation in three species of marine her-
bivorous ish. Applied and Environmental Microbiology  68, 1374–1380.
muhlfeld, c.c., Thorrold, S.R., mcmahon, T.E. & marotz, B. 2012","nitrogen and carbon isotope compositions relate linearly in cormo- rant tissues and its diet . mook, w.g. 1986. 13c in atmospheric cO2 ."
Ocean_ecogeochemistry_A_review.pdf,42.0,3,". Applied and Environmental Microbiology  68, 1374–1380.
muhlfeld, c.c., Thorrold, S.R., mcmahon, T.E. & marotz, B. 2012. Estimating trout movements in a river 
network using strontium isoscapes. Canadian Journal of Fisheries and Aquatic Sciences  69, 906–915.
mullin, m.m., Rau, g.H. & Eppley, R.w. 1984. Stable nitrogen isotopes in zooplankton: some geographic and 
temporal variations in the North Paciic. Limnology and Oceanography  29, 1267–1273.
murayama, E. 2000. Review of the growth regulation processes of otolith daily increment formation. Fisheries 
Research  46, 53–67.
Neretin, l.N., Bottcher, m.E. & grinenko, v .a. 2003. Sulfur isotope geochemistry of the Black Sea water 
column. Chemical Geology  200, 59–69.
Newsome, S.D., Fogel, m.l., Kelly, l. & martinez del Rio, c. 2011. contribution of direct incorporation from 
diet and microbial amino acids to protein synthesis in Nile tilapia. Functional Ecology  25, 1051–1062.","muhlfeld, c.c., Thorrold, S.R., mcmahon, T.E. & marotz, B. 2012. Estimating trout movements in a river network using strontium isoscapes ."
Ocean_ecogeochemistry_A_review.pdf,42.0,4,".l., Kelly, l. & martinez del Rio, c. 2011. contribution of direct incorporation from 
diet and microbial amino acids to protein synthesis in Nile tilapia. Functional Ecology  25, 1051–1062.
Nydal, R. 1998. carbon-14 measurements in surface water cO2 from the atlantic, Indian and Paciic Oceans, 
1965–1994. In Carbon Dioxide Information Analysis Center , a.l. Brenkert & T.a. Boden (eds). Oak 
Ridge, Tennessee: Oak Ridge National laboratory, ORNl/cDIac-104, NDP-057a.
Nyssen, F., Brey, T., lepoint, g., Bouquegneau, J.m., De Broyer, c. & Dauby, P. 2002. a stable isotope approach 
to the eastern weddell Sea trophic web: focus on benthic amphipods. Polar Biology  25, 280–287.
O’Brien, D.m., Boggs, c.l. & Fogel, m.l. 2003. Pollen feeding in the butterly Heliconius charitonia : isoto-
pic evidence for essential amino acid transfer from pollen to eggs. Proceedings of the Royal Society of 
London B  270, 2631–2636.
Olive, P.J.w., Pinneg","carbon-14 measurements in surface water cO2 from the atlantic, Indian and Paciic Oceans, 1965–1994 . a stable isotope approach to the eastern weddell Sea trophic web: focus on benthic amphipods ."
Ocean_ecogeochemistry_A_review.pdf,42.0,5,"ius charitonia : isoto-
pic evidence for essential amino acid transfer from pollen to eggs. Proceedings of the Royal Society of 
London B  270, 2631–2636.
Olive, P.J.w., Pinnegar, K.J., Polunin, N.v .c., Richards, g. & welch, R. 2003. Isotope  trophic- step fraction-
ation: a dynamic equilibrium model. Journal of Animal Ecology  72, 608–617.
Olson, R.J., Popp, B.N., graham, B.S.,  lópez- Ibarra, g.a.,  galván- magaña, F.,  lennert- cody, c.E., 
 Bocanegra- castillo, N., wallsgrove, N.J., gier, E.,  alatorre- Ramírez, v ., Ballance, l.T. & Fry, B. 2010. 
Food web inferences of stable isotope spatial patterns in copepods and yellowin tuna in the pelagic east-
ern Paciic Ocean. Progress in Oceanography  86, 124–138.
O’Reilly, c.m., Hecky, R.E., cohen, a.S. & Plisnier, P.D. 2002. Interpreting stable isotopes in food webs: 
recognizing the role of",isotope trophic- step fraction- ation: a dynamic equilibrium model . ius charitonia: isoto- pic evidence for essential amino acid transfer from pollen to eggs .
Ocean_ecogeochemistry_A_review.pdf,42.0,6,"138.
O’Reilly, c.m., Hecky, R.E., cohen, a.S. & Plisnier, P.D. 2002. Interpreting stable isotopes in food webs: 
recognizing the role of time averaging at different trophic levels. Limnology and Oceanography  47, 
306–309.
Ostlund, H.g., Doresy, H.g. & Rooth, c.g. 1974. gEOSEcS North atlantic radiocarbon and tritium results. 
Earth and Planetary Science Letters  23, 69–86.
Ostrom, N.E., macko, S.a., Deibel, D. & Thrompson, R.J. 1997. Seasonal variation in the stable carbon and 
nitrogen isotope biogeochemistry of a coastal cold ocean environment. Geochimica et Cosmochimica 
Acta 61, 2929–2942.
Pajuelo, m., Bjorndal, K.a.,  alfaro- Shigueto, J., Seminoff, J.a., mangel, J.c. & Bolten, a.B. 2010. Stable iso-
tope variation in loggerhead turtles reveals  Paciic- atlantic oceanographic differences. Marine Ecology 
Progress Series  417, 277–285.
Pancost, R.D",gEOSEcS North atlantic radiocarbon and tritium results . seasonal variation in the stable carbon and nitrogen isotope biogeochemistry of a coastal cold ocean environment.
